databaseId,caseId,url,title,citation,language,docketNumber,decisionDate,keywords
csc-scc,2017scc56,http://canlii.ca/t/hn9jp,Barreau du Québec v. Quebec (Attorney General),"[2017] 2 SCR 488, 2017 SCC 56 (CanLII)",en,37034,2017-11-10,respecting administrative justice — social affairs division — advocate — legislature — represented
csc-scc,2017scc55,http://canlii.ca/t/hmvq2,Association of Justice Counsel v. Canada (Attorney General),"[2017] 2 SCR 456, 2017 SCC 55 (CanLII)",en,37014,2017-11-03,directive — adjudicator — collective agreement — standby duty — lawyers
csc-scc,2017scc54,http://canlii.ca/t/hmtxn,"Ktunaxa Nation v. British Columbia (Forests, Lands and Natural Resource Operations)","[2017] 2 SCR 386, 2017 SCC 54 (CanLII)",en,36664,2017-11-02,muk — spiritual — religious beliefs — ski resort — consultation
csc-scc,2017scc53,http://canlii.ca/t/hmtxk,R. v. Millington,"[2017] 2 SCR 384, 2017 SCC 53 (CanLII)",en,37235,2017-11-01,collusion — tasered — dissenting — inquest — misapprehend
csc-scc,2017scc52,http://canlii.ca/t/hmtxh,R. v. Robinson,"[2017] 2 SCR 382, 2017 SCC 52 (CanLII)",en,37411,2017-11-01,dissenting — misapprehend — perjury — substantially — majority
csc-scc,2017scc51,http://canlii.ca/t/hmr1p,Teva Canada Ltd. v. TD Canada Trust,"[2017] 2 SCR 317, 2017 SCC 51 (CanLII)",en,36918,2017-10-27,payee — drawer — fictitious — cheques — bearer
csc-scc,2017scc50,http://canlii.ca/t/h6pmh,Tran v. Canada (Public Safety and Emergency Preparedness),"[2017] 2 SCR 289, 2017 SCC 50 (CanLII)",en,36784,2017-10-19,maximum term of imprisonment — conditional sentences — serious criminality — punishable by a maximum term — offence
csc-scc,2017scc49,http://canlii.ca/t/h6mfx,R. v. Bourgeois,"[2017] 2 SCR 287, 2017 SCC 49 (CanLII)",en,37461,2017-10-16,sexual assault — verdict was unreasonable — overturning — illogical — conviction
csc-scc,2017scc48,http://canlii.ca/t/h6m3w,Montréal (City) v. Dorval,"[2017] 2 SCR 250, 2017 SCC 48 (CanLII)",en,36752,2017-10-13,obligation to make reparation — physical integrity — prescriptive — interference — reparation for bodily injury caused
csc-scc,2017scc47,http://canlii.ca/t/h6jgp,Canada (Attorney General) v. Fontaine,"[2017] 2 SCR 205, 2017 SCC 47 (CanLII)",en,37037,2017-10-06,supervising — claimants — archiving — residential schools — confidentiality
csc-scc,2017scc46,http://canlii.ca/t/h6cf9,Canada (Attorney General) v. Thouin,"[2017] 2 SCR 184, 2017 SCC 46 (CanLII)",en,36869,2017-09-28,chief investigator — subpart — submit to discovery in proceedings — rules — lifted
csc-scc,2017scc45,http://canlii.ca/t/h68g0,R. v. Durham Regional Crime Stoppers Inc.,"[2017] 2 SCR 157, 2017 SCC 45 (CanLII)",en,37052,2017-09-22,informer privilege — anonymous — intention of furthering criminal activity — interfering with the administration — police
csc-scc,2017scc44,http://canlii.ca/t/h5t15,India v. Badesha,"[2017] 2 SCR 127, 2017 SCC 44 (CanLII)",en,36981,2017-09-08,substantial risk of torture — surrender — mistreatment — assurances — extradition
csc-scc,2017scc43,http://canlii.ca/t/h52pq,Uniprix inc. v. Gestion Gosselin et Bérubé inc.,"[2017] 2 SCR 59, 2017 SCC 43 (CanLII)",en,36718,2017-07-28,member pharmacists — contract of affiliation — perpetual — term — renewal
csc-scc,2017scc42,http://canlii.ca/t/h5201,Quebec (Attorney General) v. Guérin,"[2017] 2 SCR 3, 2017 SCC 42 (CanLII)",en,36775,2017-07-27,digitization fee — arbitrator — council of arbitration — dispute — laboratories
csc-scc,2017scc41,http://canlii.ca/t/h51gx,Chippewas of the Thames First Nation v. Enbridge Pipelines Inc.,"[2017] 1 SCR 1099, 2017 SCC 41 (CanLII)",en,36776,2017-07-26,duty to consult — project — groups — treaty — pipeline
csc-scc,2017scc40,http://canlii.ca/t/h51gv,Clyde River (Hamlet) v. Petroleum Geo‑Services Inc.,"[2017] 1 SCR 1069, 2017 SCC 40 (CanLII)",en,36692,2017-07-26,duty to consult — marine mammals — proponents — treaty — environmental
csc-scc,2017scc39,http://canlii.ca/t/h4rzm,Wilson v. Alharayeri,"[2017] 1 SCR 1037, 2017 SCC 39 (CanLII)",en,36689,2017-07-13,oppression — director — common shares — imposition of personal liability — oppressive conduct
csc-scc,2017scc38,http://canlii.ca/t/h4p6t,R. v. George,"[2017] 1 SCR 1021, 2017 SCC 38 (CanLII)",en,37372,2017-07-07,sexual activity — age — reasonable steps — acquittals — errors
csc-scc,2017scc37,http://canlii.ca/t/h4mzd,R. v. Alex,"[2017] 1 SCR 967, 2017 SCC 37 (CanLII)",en,36771,2017-07-06,evidentiary shortcuts — breath — demand — sample — blood-alcohol concentration
csc-scc,2017scc36,http://canlii.ca/t/h4knz,AstraZeneca Canada Inc. v. Apotex Inc.,"[2017] 1 SCR 943, 2017 SCC 36 (CanLII)",en,36654,2017-06-30,patent — invention — utility — soundly predicted — useful
csc-scc,2017scc35,http://canlii.ca/t/h4jxt,R. v. Bradshaw,"[2017] 1 SCR 865, 2017 SCC 35 (CanLII)",en,36537,2017-06-29,hearsay — murders — threshold reliability — re-enactment — corroborative evidence
csc-scc,2017scc34,http://canlii.ca/t/h4jg2,Google Inc. v. Equustek Solutions Inc.,"[2017] 1 SCR 824, 2017 SCC 34 (CanLII)",en,36602,2017-06-28,websites — interlocutory injunction — irreparable harm — google ca — search
csc-scc,2017scc33,http://canlii.ca/t/h4g1b,"Douez v. Facebook, Inc.","[2017] 1 SCR 751, 2017 SCC 33 (CanLII)",en,36616,2017-06-23,forum selection clause — strong cause — forum selection clauses — consumer — forum non conveniens
csc-scc,2017scc32,http://canlii.ca/t/h4f8v,Teal Cedar Products Ltd. v. British Columbia,"[2017] 1 SCR 688, 2017 SCC 32 (CanLII)",en,36595,2017-06-22,arbitrator — improvements — compensation — value — factual matrix
csc-scc,2017scc31,http://canlii.ca/t/h4bfk,R. v. Cody,"[2017] 1 SCR 659, 2017 SCC 31 (CanLII)",en,37310,2017-06-16,delay — defence — transitional exceptional circumstance — discrete — ceiling
csc-scc,2017scc30,http://canlii.ca/t/h49b1,Stewart v. Elk Valley Coal Corp.,"[2017] 1 SCR 591, 2017 SCC 30 (CanLII)",en,36636,2017-06-15,prima facie discrimination — addiction — drug — termination — accommodation
csc-scc,2017scc29,http://canlii.ca/t/h4637,Pellerin Savitz LLP v. Guindon,"[2017] 1 SCR 575, 2017 SCC 29 (CanLII)",en,36915,2017-06-09,prescription — lawyer — client — invoice — contract
csc-scc,2017scc28,http://canlii.ca/t/h42pw,Saadati v. Moorhead,"[2017] 1 SCR 543, 2017 SCC 28 (CanLII)",en,36703,2017-06-02,recognizable psychiatric illness — claimant — recovery for mental injury — accident — proximity
csc-scc,2017scc27,http://canlii.ca/t/h41w4,R. v. Antic,"[2017] 1 SCR 509, 2017 SCC 27 (CanLII)",en,36783,2017-06-01,release — bail review — cash deposit — sureties — bail without just cause
csc-scc,2017scc26,http://canlii.ca/t/h3q0c,Quebec (Director of Criminal and Penal Prosecutions) v. Jodoin,"[2017] 1 SCR 478, 2017 SCC 26 (CanLII)",en,36539,2017-05-12,motions for writs of prohibition — costs against a lawyer personally — conduct — criminal — exceptional
csc-scc,2017canlii24267,http://canlii.ca/t/h3g14,R. v. George,2017 CanLII 24267 (SCC),en,37372,2017-04-28,acquittements — suivront — rétablir — restored — interjeté
csc-scc,2017scc25,http://canlii.ca/t/h3dxl,R. v. Hunt,"[2017] 1 SCR 476, 2017 SCC 25 (CanLII)",en,37314,2017-04-27,stay of proceedings — constitutional right to security — falsifying — fraud — circulating
csc-scc,2017scc24,http://canlii.ca/t/h3b2q,Lajeunesse (Re),"[2017] 1 SCR 473, 2017 SCC 24 (CanLII)",en,37320,2017-04-21,formerly known as des lésions — notaires — appeared for the intervener — strike — québécois
csc-scc,2017scc23,http://canlii.ca/t/h3993,Pintea v. Johns,"[2017] 1 SCR 470, 2017 SCC 23 (CanLII)",en,37109,2017-04-18,contempt — cso-dce — management — pdf — cjc-ccm
csc-scc,2017scc22,http://canlii.ca/t/h32b7,Ostiguy v. Allie,"[2017] 1 SCR 402, 2017 SCC 22 (CanLII)",en,36694,2017-04-06,acquisitive prescription — immovable — possessor — land register — ownership
csc-scc,2017scc21,http://canlii.ca/t/h3062,R. v. Savard,"[2017] 1 SCR 400, 2017 SCC 21 (CanLII)",en,36908,2017-04-03,dissenting — nephews — indecency — niece — guilty
csc-scc,2017scc19,http://canlii.ca/t/h2zcs,Desjardins Financial Security Life Assurance Company v. Émond,"[2017] 1 SCR 358, 2017 SCC 19 (CanLII)",en,36919,2017-03-31,died are hybrid offences — heirs of the insured — art — accident — punishable
csc-scc,2017scc20,http://canlii.ca/t/h2wx1,Green v. Law Society of Manitoba,"[2017] 1 SCR 360, 2017 SCC 20 (CanLII)",en,36583,2017-03-30,impugned rules — suspension — benchers — lawyer — chief executive officer
csc-scc,2017scc18,http://canlii.ca/t/hpv10,Godbout v. Pagé,"[2017] 1 SCR 283, 2017 SCC 18 (CanLII)",en,36385; 36388,2017-03-24,bodily injury — automobile accident — fault — causal link — compensation
csc-scc,2017scc17,http://canlii.ca/t/h2q81,R. v. Oland,"[2017] 1 SCR 250, 2017 SCC 17 (CanLII)",en,36986,2017-03-23,reviewability — bail pending — enforceability — public confidence in the administration — criterion
csc-scc,2017scc16,http://canlii.ca/t/h2pkf,R. v. S.B.,"[2017] 1 SCR 248, 2017 SCC 16 (CanLII)",en,37042,2017-03-22,acquittals — sexual — assault — jury — charges
csc-scc,2017scc15,http://canlii.ca/t/h1tk4,R. v. Paterson,"[2017] 1 SCR 202, 2017 SCC 15 (CanLII)",en,36472,2017-03-17,police — exigent circumstances — seize the roaches — warrantless entry — impracticable
csc-scc,2017scc14,http://canlii.ca/t/gxnpq,R. v. Aitkens,"[2017] 1 SCR 199, 2017 SCC 14 (CanLII)",en,36866,2017-02-24,intervener — jury — penalty — imprisonment — affirming
csc-scc,2017scc13,http://canlii.ca/t/gxnpn,R. v. Peers,"[2017] 1 SCR 196, 2017 SCC 13 (CanLII)",en,36865,2017-02-24,intervener — jury — penalty — imprisonment — maximum
csc-scc,2017scc12,http://canlii.ca/t/gxn04,R. v. Bingley,"[2017] 1 SCR 170, 2017 SCC 12 (CanLII)",en,36610,2017-02-23,evidence — drug — reliability — step evaluation — science
csc-scc,2017scc11,http://canlii.ca/t/gxn3w,R. v. Olotu,"[2017] 1 SCR 168, 2017 SCC 11 (CanLII)",en,37167,2017-02-23,sexual assault causing bodily harm — verdict — misapprehend — evidence — illogical
csc-scc,2017scc10,http://canlii.ca/t/gxlbz,R. v. Brown,"[2017] 1 SCR 166, 2017 SCC 10 (CanLII)",en,37153,2017-02-21,assault with a weapon — evidence — second degree murder — convictions — shooter
csc-scc,2017scc9,http://canlii.ca/t/gxl1q,R. v. Clifford,"[2017] 1 SCR 164, 2017 SCC 9 (CanLII)",en,37140,2017-02-20,intervener — vandalism — false alibi — victims — dissenting
csc-scc,2017scc8,http://canlii.ca/t/gxjs8,Nelson (City) v. Mowatt,"[2017] 1 SCR 138, 2017 SCC 8 (CanLII)",en,36999,2017-02-17,disputed lot — adverse possession — chambers — land — continuous
csc-scc,2017scc7,http://canlii.ca/t/gx4t0,Sabean v. Portage La Prairie Mutual Insurance Co.,"[2017] 1 SCR 121, 2017 SCC 7 (CanLII)",en,36575,2017-01-27,cl — eligible claimant — disability benefits — amount payable by the insurer — contract
csc-scc,2017scc6,http://canlii.ca/t/gx3xm,B.C. Freedom of Information and Privacy Association v. British Columbia (Attorney General),"[2017] 1 SCR 93, 2017 SCC 6 (CanLII)",en,36495,2017-01-26,registration requirement — organization — political — individual — handmade
csc-scc,2017scc5,http://canlii.ca/t/gx1r7,R. v. Natewayes,"[2017] 1 SCR 91, 2017 SCC 5 (CanLII)",en,36793,2017-01-23,entering with intent to commit — conviction for manslaughter — invasion — breaking — indictable
csc-scc,2017scc4,http://canlii.ca/t/gx1r5,R. v. Bédard,"[2017] 1 SCR 89, 2017 SCC 4 (CanLII)",en,37071,2017-01-23,defence of officially induced error — assault causing bodily harm — government — warrantless — guilty
csc-scc,2017scc3,http://canlii.ca/t/gx0mx,R. v. Clark,"[2017] 1 SCR 86, 2017 SCC 3 (CanLII)",en,36813,2017-01-19,intervener — telewarrant — acquittals — van der — impracticability
csc-scc,2017scc2,http://canlii.ca/t/gx0mr,R. v. Awer,"[2017] 1 SCR 83, 2017 SCC 2 (CanLII)",en,37021,2017-01-19,impugned evidence — scientific — expert — scrutiny — speculative
csc-scc,2017scc1,http://canlii.ca/t/gwvg7,Ernst v. Alberta Energy Regulator,"[2017] 1 SCR 3, 2017 SCC 1 (CanLII)",en,36167,2017-01-13,immunity clause — damages — constitutionality — quasi-judicial decision-makers — remedy
csc-scc,2016scc56,http://canlii.ca/t/gvzzj,Canada (Attorney General) v. Fairmont Hotels Inc.,"[2016] 2 SCR 720, 2016 SCC 56 (CanLII)",en,36606,2016-12-09,rectification — tax — instrument — reciprocal loan — mistake
csc-scc,2016scc55,http://canlii.ca/t/gvzzg,Jean Coutu Group (PJC) Inc. v. Canada (Attorney General),"[2016] 2 SCR 670, 2016 SCC 55 (CanLII)",en,36505,2016-12-09,rectification — tax consequences — intention — transactional scheme — determinate
csc-scc,2016scc54,http://canlii.ca/t/gvzbj,Windsor (City) v. Canadian Transit Co.,"[2016] 2 SCR 617, 2016 SCC 54 (CanLII)",en,36465,2016-12-08,federal — relief — statutory grant of jurisdiction — constitutional — essential to the disposition
csc-scc,2016scc53,http://canlii.ca/t/gvskr,Alberta (Information and Privacy Commissioner) v. University of Calgary,"[2016] 2 SCR 555, 2016 SCC 53 (CanLII)",en,36460,2016-11-25,records over which solicitor-client privilege — public body — abrogate solicitor-client privilege — solicitor-client privilege is claimed — delegate
csc-scc,2016scc52,http://canlii.ca/t/gvskp,Lizotte v. Aviva Insurance Company of Canada,"[2016] 2 SCR 521, 2016 SCC 52 (CanLII)",en,36373,2016-11-25,solicitor-client privilege — litigation privilege — syndic — professional secrecy — abrogated
csc-scc,2016scc51,http://canlii.ca/t/gvp55,Mennillo v. Intramodal inc.,"[2016] 2 SCR 438, 2016 SCC 51 (CanLII)",en,36124,2016-11-18,shareholder — oppression — corporation — transfer — company
csc-scc,2016scc50,http://canlii.ca/t/gvndv,Royal Bank of Canada v. Trang,"[2016] 2 SCR 412, 2016 SCC 50 (CanLII)",en,36296,2016-11-17,mortgage discharge — disclosure — creditor — information — sheriff
csc-scc,2016scc49,http://canlii.ca/t/gvlgm,British Columbia Teachers' Federation v. British Columbia,"[2016] 2 SCR 407, 2016 SCC 49 (CanLII)",en,36500,2016-11-10,intervener — syndicats — teachers — legislation — collective
csc-scc,2016scc48,http://canlii.ca/t/gvk2h,Benhaim v. St‑Germain,"[2016] 2 SCR 352, 2016 SCC 48 (CanLII)",en,36291,2016-11-10,lung cancer — stage — inference of causation — overriding error — evidence
csc-scc,2016scc47,http://canlii.ca/t/gvjqr,Edmonton (City) v. Edmonton East (Capilano) Shopping Centres Ltd.,"[2016] 2 SCR 293, 2016 SCC 47 (CanLII)",en,36403,2016-11-04,complaint — standard of review — taxpayer — assessment roll — legislature
csc-scc,2016scc46,http://canlii.ca/t/gvjqm,R. v. Diamond,"[2016] 2 SCR 291, 2016 SCC 46 (CanLII)",en,36816,2016-11-03,dissenting — cocaine — seizure — arrest — visual
csc-scc,2016scc45,http://canlii.ca/t/gvjqp,Urban Communications Inc. v. BCNET Networking Society,"[2016] 2 SCR 289, 2016 SCC 45 (CanLII)",en,36639,2016-11-03,reinstating — arbitrator — option to renew — validly exercised — disagreeing
csc-scc,2016scc44,http://canlii.ca/t/gvblz,Morasse v. Nadeau‑Dubois,"[2016] 2 SCR 232, 2016 SCC 44 (CanLII)",en,36351,2016-10-27,contempt — students — picket lines — classes — injunction
csc-scc,2016scc43,http://canlii.ca/t/gv7bk,R. v. Anthony‑Cook,"[2016] 2 SCR 204, 2016 SCC 43 (CanLII)",en,36410,2016-10-21,joint — sentence — public interest — plea — test
csc-scc,2016scc42,http://canlii.ca/t/gv6g4,Endean v. British Columbia,"[2016] 2 SCR 162, 2016 SCC 42 (CanLII)",en,35843; 36456,2016-10-20,video link — open court principle — superior — inherent jurisdiction — outside
csc-scc,2016scc41,http://canlii.ca/t/gv5d9,R. v. C.K-D.,"[2016] 2 SCR 160, 2016 SCC 41 (CanLII)",en,36877,2016-10-18,convictions restored — jury as a whole — year-old — sexual — instruction
csc-scc,2016scc40,http://canlii.ca/t/gv5dd,R. v. Rowson,"[2016] 2 SCR 158, 2016 SCC 40 (CanLII)",en,36777,2016-10-17,driving causing bodily harm — convictions — breathalyzer — disrepute — upholding
csc-scc,2016scc39,http://canlii.ca/t/gv3pl,Conférence des juges de paix magistrats du Québec v. Quebec (Attorney General),"[2016] 2 SCR 116, 2016 SCC 39 (CanLII)",en,36165,2016-10-14,remuneration — judicial independence — justices of the peace — committee — judicial office
csc-scc,2016scc38,http://canlii.ca/t/gtw6r,Canada (Attorney General) v. Igloo Vikski Inc.,"[2016] 2 SCR 80, 2016 SCC 38 (CanLII)",en,36258,2016-09-29,heading — gloves — goods — prima facie classifiable — plastics
csc-scc,2016scc37,http://canlii.ca/t/gtpvn,Ledcor Construction Ltd. v. Northbridge Indemnity Insurance Co.,"[2016] 2 SCR 23, 2016 SCC 37 (CanLII)",en,36452,2016-09-15,cost of redoing the faulty — interpretation — damage — coverage — standard form
csc-scc,2016scc36,http://canlii.ca/t/gt9fr,Musqueam Indian Band v. Musqueam Indian Band (Board of Review),"[2016] 2 SCR 3, 2016 SCC 36 (CanLII)",en,36478,2016-09-09,lease — reserve lands — restriction — placed by the band — land
csc-scc,2016scc35,http://canlii.ca/t/gsq38,Lafortune v. Financière agricole du Québec,"[2016] 1 SCR 1091, 2016 SCC 35 (CanLII)",en,36210,2016-07-29,study — net annual income — producers — contract of insurance — benchmark farm
csc-scc,2016scc34,http://canlii.ca/t/gsq3d,Ferme Vi‑Ber inc. v. Financière agricole du Québec,"[2016] 1 SCR 1032, 2016 SCC 34 (CanLII)",en,36205,2016-07-29,amounts — benchmark farm — participants — programs — linkage
csc-scc,2016scc33,http://canlii.ca/t/gsq3b,R. v. Villaroman,"[2016] 1 SCR 1000, 2016 SCC 33 (CanLII)",en,36435,2016-07-29,circumstantial evidence — child pornography — inferences — computer — reasonable
csc-scc,2016scc32,http://canlii.ca/t/gsmk4,R. v. Cawthorne,"[2016] 1 SCR 983, 2016 SCC 32 (CanLII)",en,36466; 36844,2016-07-22,military — declining to grant a mistrial — independently of partisan concerns — intervener — violates
csc-scc,2016scc31,http://canlii.ca/t/gsm3w,R. v. K.R.J.,"[2016] 1 SCR 906, 2016 SCC 31 (CanLII)",en,36200,2016-07-21,retrospective operation — offenders — punishment — amendments — sentencing
csc-scc,2016scc30,http://canlii.ca/t/gshvf,Lapointe Rosenstein Marchand Melançon LLP v. Cassels Brock & Blackwell LLP,"[2016] 1 SCR 851, 2016 SCC 30 (CanLII)",en,36087,2016-07-15,jurisdiction — dealers — fourth connecting factor — firms — contract
csc-scc,2016scc29,http://canlii.ca/t/gsh2f,Wilson v. Atomic Energy of Canada Ltd.,"[2016] 1 SCR 770, 2016 SCC 29 (CanLII)",en,36354,2016-07-14,employee — unjust dismissal — federally regulated — adjudicator — lawfulness
csc-scc,2016scc28,http://canlii.ca/t/gsds5,R. v. Williamson,"[2016] 1 SCR 741, 2016 SCC 28 (CanLII)",en,36112,2016-07-08,preliminary inquiry — institutional delay — defence — time — prejudice
csc-scc,2016scc27,http://canlii.ca/t/gsds3,R. v. Jordan,"[2016] 1 SCR 631, 2016 SCC 27 (CanLII)",en,36068,2016-07-08,institutional delay — framework — time — defence — reasonable
csc-scc,2016scc26,http://canlii.ca/t/gs9r9,R. v. Vassell,"[2016] 1 SCR 625, 2016 SCC 26 (CanLII)",en,36792,2016-06-30,co-accused — delay — proactive — tried within a reasonable time — stay of proceedings
csc-scc,2016scc25,http://canlii.ca/t/gs78q,British Columbia (Workers’ Compensation Appeal Tribunal) v. Fraser Health Authority,"[2016] 1 SCR 587, 2016 SCC 25 (CanLII)",en,36300,2016-06-24,breast cancer — exposures — causal link — evidence — cluster
csc-scc,2016canlii37772,http://canlii.ca/t/gs6xp,Stephen Patrick Burrows v. Her Majesty the Queen,2016 CanLII 37772 (SCC),en,36929,2016-06-23,autorisation — prorogation — application for leave — numéros — accueillie
csc-scc,2016scc24,http://canlii.ca/t/gs6xk,R. v. Saeed,"[2016] 1 SCR 518, 2016 SCC 24 (CanLII)",en,36328,2016-06-23,penile swab — search incident to arrest — police — genital swabs — genital swab
csc-scc,2016scc23,http://canlii.ca/t/gs3l3,Rogers Communications Inc. v. Châteauguay (City),"[2016] 1 SCR 467, 2016 SCC 23 (CanLII)",en,36027,2016-06-16,radiocommunication — notice of a reserve — doctrine of interjurisdictional immunity — antenna system — pith
csc-scc,2016scc22,http://canlii.ca/t/gs0p6,R. v. D.L.W.,"[2016] 1 SCR 402, 2016 SCC 22 (CanLII)",en,36450,2016-06-09,bestiality — buggery — penetration — offence — animal
csc-scc,2016scc21,http://canlii.ca/t/grxb3,Canada (National Revenue) v. Thompson,"[2016] 1 SCR 381, 2016 SCC 21 (CanLII)",en,35590,2016-06-03,definition of solicitor-client privilege — accounting records — protected by solicitor-client privilege — notaires — information
csc-scc,2016scc20,http://canlii.ca/t/grxb1,Canada (Attorney General) v. Chambre des notaires du Québec,"[2016] 1 SCR 336, 2016 SCC 20 (CanLII)",en,35892,2016-06-03,notaries — protected by professional secrecy — definition of solicitor-client privilege — accounting records — information
csc-scc,2016scc19,http://canlii.ca/t/gr6cd,Heritage Capital Corp. v. Equitable Trust Co.,"[2016] 1 SCR 306, 2016 SCC 19 (CanLII)",en,36301,2016-05-06,run with the land — covenant — owner — chambers — interpretation
csc-scc,2016scc18,http://canlii.ca/t/gr6cb,Krayzel Corp. v. Equitable Trust Co.,"[2016] 1 SCR 273, 2016 SCC 18 (CanLII)",en,36123,2016-05-06,percent — arrears — discounts — rate of interest — principal money
csc-scc,2016scc17,http://canlii.ca/t/gr52c,R. v. Laliberté,"[2016] 1 SCR 270, 2016 SCC 17 (CanLII)",en,36712,2016-05-03,fabrication of an alibi — instruction — curative proviso — murder — out-of-court statements
csc-scc,2016scc16,http://canlii.ca/t/gr4wj,R. v. Shaoulle,"[2016] 1 SCR 268, 2016 SCC 16 (CanLII)",en,36704,2016-05-02,conviction for first degree murder — upholding — concurring — verdict — dismissed
csc-scc,2016scc15,http://canlii.ca/t/gpqgv,World Bank Group v. Wallace,"[2016] 1 SCR 207, 2016 SCC 15 (CanLII)",en,36315,2016-04-29,immunities — archives — affiant — tipsters — documents
